,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,hours-per-week,native-country,class,net_capital,per-hour-income
7567,4,141698,0,6,4,3,4,40,39,0,0,0
7568,4,28856,9,13,4,13,1,40,39,0,0,0
7569,4,175652,1,7,4,8,2,15,39,0,0,0
7570,4,213008,11,9,0,5,1,40,39,0,0,0
7571,4,196501,9,13,0,4,1,50,39,1,14084,5
7572,4,118798,11,9,2,3,0,40,39,1,99999,48
7573,4,92463,11,9,2,1,0,40,39,0,0,0
7574,7,125165,15,10,4,1,3,25,39,0,0,0
7575,6,103980,8,11,2,10,0,50,39,0,0,0
7576,0,180362,9,13,4,0,3,40,39,0,0,0
7577,4,53903,15,10,2,3,0,40,39,0,0,0
7578,4,179735,8,11,0,1,4,50,39,0,0,0
7579,0,277390,9,13,2,0,5,30,39,1,0,0
7580,4,122177,11,9,4,6,3,80,39,0,0,0
7581,4,188161,11,9,5,7,3,40,39,0,0,0
7582,6,170108,11,9,5,12,1,50,39,0,0,0
7583,4,175262,15,10,2,6,0,40,26,0,0,0
7584,0,204441,11,9,4,0,2,20,39,0,0,0
7585,4,164395,11,9,4,1,3,25,39,0,0,0
7586,4,115630,1,7,4,1,3,20,39,0,0,0
7587,4,178815,11,9,4,12,1,55,39,0,0,0
7588,6,168223,9,13,0,10,1,30,39,0,0,0
7589,2,202560,9,13,0,10,1,40,39,0,-1408,0
7590,4,100295,5,4,2,7,5,50,2,1,0,0
7591,4,172256,11,9,2,7,0,44,39,1,0,0
7592,4,51664,15,10,2,12,0,40,39,0,0,0
7593,7,358893,9,13,0,10,1,40,39,0,-2339,-1
7594,4,115963,1,7,2,3,0,40,39,0,0,0
7595,4,333910,15,10,4,13,1,43,39,0,0,0
7596,4,148948,15,10,4,4,1,45,39,0,0,0
7597,7,130561,15,10,4,10,1,24,39,0,0,0
7598,4,428350,11,9,2,8,3,15,39,0,0,0
7599,4,188808,12,14,2,4,0,45,39,1,0,0
7600,4,112847,11,9,2,14,3,40,39,0,0,0
7601,4,110748,15,10,4,10,1,40,39,0,0,0
7602,5,156653,11,9,0,12,1,55,39,0,0,0
7603,4,196491,9,13,4,12,1,50,39,0,0,0
7604,2,254413,15,10,0,4,1,40,39,0,0,0
7605,4,91262,11,9,2,14,0,45,39,0,0,0
7606,6,154785,9,13,2,7,5,80,37,0,0,0
7607,4,84231,11,9,2,14,0,50,39,0,0,0
7608,4,226327,15,10,4,1,3,40,39,0,0,0
7609,4,248406,15,10,0,7,3,32,39,0,0,0
7610,4,54317,11,9,2,5,0,50,39,0,-1672,0
7611,0,32732,15,10,4,0,3,50,39,0,0,0
7612,4,95918,6,5,2,7,0,40,39,0,0,0
7613,2,375675,2,8,2,8,0,35,39,1,0,0
7614,4,244172,11,9,5,14,4,40,26,0,0,0
7615,1,233555,11,9,0,1,4,40,0,0,0,0
7616,4,326342,1,7,2,8,0,37,39,0,2635,1
7617,4,77271,11,9,4,4,4,20,9,0,0,0
7618,4,33397,11,9,0,8,1,35,39,0,0,0
7619,4,446358,11,9,4,1,4,41,39,0,0,0
7620,4,151810,11,9,4,7,1,28,39,0,0,0
7621,4,125461,12,14,2,4,0,35,39,1,0,0
7622,4,133906,11,9,0,1,4,40,39,0,0,0
7623,4,155106,11,9,2,6,0,40,39,0,0,0
7624,1,203637,9,13,2,1,0,40,39,1,7298,3
7625,4,232766,15,10,4,1,1,40,39,0,0,0
7626,4,305319,5,4,2,3,0,40,39,0,0,0
7627,4,121023,15,10,4,1,3,15,39,0,0,0
7628,4,198997,11,9,2,1,5,20,39,0,0,0
7629,4,167140,14,15,2,10,0,70,39,1,99999,27
7630,4,38772,0,6,4,6,4,50,39,0,0,0
7631,4,253759,11,9,4,12,4,40,39,0,0,0
7632,4,130067,15,10,4,4,1,65,39,0,0,0
7633,4,203828,6,5,2,3,0,40,39,0,0,0
7634,7,221558,12,14,5,10,4,24,0,0,0,0
7635,4,156464,0,6,0,8,1,40,39,0,0,0
7636,4,72333,15,10,0,1,1,40,39,0,0,0
7637,2,83671,9,13,4,10,1,50,39,0,0,0
7638,4,339482,11,9,2,3,0,40,39,1,-1848,0
7639,4,91928,15,10,4,8,2,35,39,0,0,0
7640,4,99203,5,4,2,7,0,40,39,0,0,0
7641,5,455995,15,10,4,4,1,65,39,1,0,0
7642,4,192515,11,9,6,5,4,40,39,0,0,0
7643,6,111483,15,10,2,4,0,10,39,1,-2174,-4
7644,4,221129,6,5,2,8,0,40,39,0,0,0
7645,4,85413,11,9,2,14,0,44,39,1,0,0
7646,4,196125,1,7,2,3,0,40,39,0,0,0
7647,4,265638,15,10,4,8,4,40,39,0,0,0
7648,4,177727,11,9,2,7,0,40,39,1,0,0
7649,4,205822,15,10,2,12,0,40,39,1,0,0
7650,4,112607,1,7,2,12,0,60,39,0,0,0
7651,1,177595,15,10,2,3,0,40,39,0,-1579,0
7652,4,183315,1,7,4,12,3,10,39,0,0,0
7653,4,116279,11,9,0,3,4,43,39,0,0,0
7654,1,122493,9,13,2,10,0,40,39,0,4064,1
7655,4,215419,7,12,2,8,5,25,39,0,0,0
7656,4,310101,15,10,5,12,1,40,39,0,0,0
7657,5,61885,11,9,2,10,0,60,39,1,0,0
7658,4,59107,11,9,5,8,1,40,39,0,4101,1
7659,4,227214,9,13,2,10,0,40,7,0,0,0
7660,4,239450,15,10,2,12,0,40,39,0,0,0
7661,4,118847,2,8,4,12,3,20,39,0,0,0
7662,6,95226,9,13,4,4,1,50,39,0,0,0
7663,0,659273,1,7,4,0,3,40,38,0,0,0
7664,4,215395,11,9,4,7,1,40,39,0,0,0
7665,4,170600,8,11,0,1,4,40,39,0,0,0
7666,6,91044,12,14,0,10,1,15,39,0,0,0
7667,4,318639,0,6,4,8,1,60,26,0,0,0
7668,4,160398,15,10,3,6,4,40,39,0,0,0
7669,6,216824,11,9,2,5,0,30,39,0,0,0
7670,4,308945,11,9,0,13,4,75,39,0,0,0
7671,4,30840,12,14,0,10,1,40,39,1,0,0
7672,4,99309,11,9,2,4,0,50,39,0,0,0
7673,4,188576,9,13,5,10,1,40,30,1,0,0
7674,4,83064,7,12,2,7,0,40,39,1,0,0
7675,4,403865,15,10,2,3,0,56,39,0,0,0
7676,4,235786,15,10,2,3,0,44,39,1,0,0
7677,4,191893,11,9,4,8,3,24,39,0,0,0
7678,2,149184,9,13,2,11,0,97,39,1,0,0
7679,4,152909,8,11,2,1,0,40,39,1,7688,3
7680,4,435604,8,11,5,4,3,40,39,0,0,0
7681,5,109282,9,13,2,12,0,52,39,1,0,0
7682,4,248178,15,10,2,8,0,35,39,0,0,0
7683,0,112683,11,9,4,0,1,32,39,0,0,0
7684,4,209103,15,10,2,4,0,40,39,0,3464,1
7685,4,183639,11,9,4,14,3,40,39,0,0,0
7686,2,107233,11,9,4,1,4,55,39,0,0,0
7687,4,175387,9,13,4,4,1,40,39,0,-1876,0
7688,6,178255,9,13,2,12,0,70,0,0,0,0
7689,6,38223,11,9,4,5,3,70,39,0,0,0
7690,4,228873,10,16,2,10,0,45,39,1,0,0
7691,4,202182,15,10,2,3,0,50,39,0,0,0
7692,2,425092,12,14,4,10,1,40,39,0,2174,1
7693,6,152587,11,9,4,3,3,40,39,0,0,0
7694,5,39089,15,10,2,4,0,50,39,1,3103,1
7695,4,204304,15,10,0,4,1,50,39,1,0,0
7696,4,116103,15,10,5,3,4,47,39,1,4934,2
7697,4,290640,5,4,2,3,0,40,40,0,0,0
7698,1,81973,15,10,2,13,0,40,39,1,-1485,0
7699,4,134890,9,13,2,13,0,40,39,1,0,0
7700,4,452924,11,9,2,7,0,40,26,0,0,0
7701,4,245193,12,14,2,4,0,60,39,1,0,0
7702,7,34339,11,9,2,11,0,40,39,0,0,0
7703,4,184756,15,10,4,1,3,12,39,0,0,0
7704,4,392160,11,9,6,12,4,25,26,0,0,0
7705,4,168337,4,3,2,3,0,40,39,0,0,0
7706,4,309513,11,9,2,7,0,40,39,0,0,0
7707,4,77219,11,9,2,3,0,37,39,0,0,0
7708,4,212888,9,13,0,4,4,45,39,0,0,0
7709,4,361888,9,13,4,10,1,40,39,1,10520,5
7710,2,237879,9,13,2,10,0,58,39,0,0,0
7711,6,93099,15,10,2,10,3,25,39,0,0,0
7712,4,225193,11,9,2,12,0,40,39,0,0,0
7713,4,50814,11,9,4,1,1,40,39,0,0,0
7714,2,123681,12,14,2,10,0,60,39,1,7688,2
7715,4,249351,11,9,2,7,5,40,39,0,0,0
7716,6,222311,11,9,2,8,0,55,39,1,7688,2
7717,4,301762,11,9,4,1,3,25,39,0,0,0
7718,4,195298,15,10,2,4,0,50,39,1,0,0
7719,4,541737,15,10,6,1,1,24,39,0,2050,1
7720,4,241065,12,14,4,10,1,66,39,0,0,0
7721,4,129513,9,13,2,4,0,60,39,1,0,0
7722,4,374262,2,8,4,6,3,20,39,0,0,0
7723,4,382146,15,10,4,10,1,40,39,0,0,0
7724,0,185291,9,13,2,0,0,6,39,0,0,0
7725,4,30447,11,9,0,7,1,50,39,0,0,0
7726,4,49893,15,10,2,12,0,45,39,0,0,0
7727,4,197387,15,10,4,6,2,24,26,0,0,0
7728,6,111957,15,10,2,4,0,52,39,0,0,0
7729,4,340458,2,8,4,1,4,40,39,0,0,0
7730,4,185670,3,2,6,10,4,21,26,0,0,0
7731,4,210945,11,9,2,6,0,24,39,0,0,0
7732,4,350661,14,15,5,13,1,50,4,1,0,0
7733,4,190543,15,10,2,13,5,40,39,1,0,0
7734,4,70261,15,10,4,8,3,30,39,0,0,0
7735,6,179048,11,9,2,12,0,60,12,0,0,0
7736,4,242094,11,9,2,8,2,40,39,0,0,0
7737,6,117634,15,10,6,3,4,30,39,0,0,0
7738,4,82531,15,10,4,8,1,40,39,0,0,0
7739,4,193374,3,2,2,3,0,40,26,0,0,0
7740,0,186420,9,13,4,0,1,40,39,0,0,0
7741,4,323605,5,4,4,8,1,60,39,1,0,0
7742,4,371064,6,5,2,8,0,40,39,0,0,0
7743,4,39927,11,9,4,8,1,8,39,0,0,0
7744,4,64292,15,10,4,1,3,37,39,0,0,0
7745,4,198660,11,9,2,7,0,56,39,1,99999,34
7746,0,196975,11,9,0,0,2,45,39,0,0,0
7747,4,210165,15,10,4,3,1,50,39,0,0,0
7748,4,144137,15,10,0,9,2,30,39,0,0,0
7749,2,155657,9,13,0,4,4,40,39,0,0,0
7750,0,72953,11,9,4,0,1,40,39,0,0,0
7751,6,107548,6,5,2,1,0,40,39,0,0,0
7752,4,163258,9,13,4,13,1,40,39,0,0,0
7753,4,221324,11,9,4,7,4,40,39,0,0,0
7754,4,444822,1,7,4,12,3,8,26,0,0,0
7755,4,154398,1,7,4,8,3,16,14,0,0,0
7756,4,120672,1,7,0,6,2,40,39,0,-1721,0
7757,4,159650,15,10,2,13,0,60,39,1,0,0
7758,4,290754,0,6,6,6,1,40,39,0,0,0
7759,4,49654,11,9,0,1,4,52,39,0,0,0
7760,1,147352,11,9,4,8,1,40,39,0,0,0
7761,4,227943,7,12,4,12,3,30,39,0,0,0
7762,4,423024,11,9,4,8,1,20,39,0,0,0
7763,0,64322,5,4,5,0,1,40,39,0,0,0
7764,4,445940,6,5,2,3,0,40,26,0,0,0
7765,4,230824,9,13,4,10,1,40,39,0,0,0
7766,4,48882,11,9,0,1,2,40,39,0,0,0
7767,4,168195,11,9,2,12,0,55,39,0,0,0
7768,2,188644,4,3,2,8,0,40,26,0,0,0
7769,4,136077,0,6,4,6,1,40,39,0,0,0
7770,7,119793,15,10,2,11,0,40,39,0,0,0
7771,4,336513,15,10,2,10,0,45,39,0,0,0
7772,4,186991,11,9,2,7,0,40,39,0,0,0
7773,0,218948,5,4,4,0,1,32,26,0,0,0
7774,4,211435,11,9,4,7,4,40,39,0,0,0
7775,6,280169,15,10,2,5,0,8,39,0,3456,8
7776,4,109997,11,9,0,8,1,40,39,0,0,0
7777,4,286789,10,16,2,4,0,45,39,1,0,0
7778,4,102460,9,13,2,4,0,40,39,0,0,0
7779,4,287160,1,7,4,8,3,15,39,0,0,0
7780,4,198097,9,13,0,4,1,50,39,0,0,0
7781,4,119111,11,9,2,7,0,40,39,0,0,0
7782,4,174461,9,13,4,12,1,50,39,0,0,0
7783,6,281678,8,11,2,5,0,55,39,0,0,0
7784,0,377725,9,13,4,0,1,40,39,0,0,0
7785,4,151053,11,9,2,6,0,40,39,1,0,0
7786,2,186539,12,14,2,11,0,40,39,1,0,0
7787,0,149478,15,10,4,0,2,25,39,0,0,0
7788,4,198452,1,7,2,5,0,40,39,0,0,0
7789,4,198863,14,15,0,4,1,60,39,1,-2559,0
7790,4,176711,11,9,4,1,1,40,39,0,0,0
7791,4,165310,11,9,2,7,2,20,39,0,0,0
7792,4,213008,8,11,2,10,0,40,24,0,0,0
7793,7,38251,15,10,4,13,3,20,39,0,0,0
7794,4,125761,15,10,4,1,1,36,39,0,0,0
7795,4,148645,7,12,0,10,1,40,39,0,0,0
7796,4,273435,11,9,2,3,0,40,39,0,-1579,0
7797,4,208613,9,13,5,13,1,40,39,0,0,0
7798,4,192565,11,9,2,7,0,40,39,0,0,0
7799,4,183885,11,9,4,8,3,30,39,0,0,0
7800,6,243631,9,13,2,10,0,40,35,0,0,0
7801,4,191754,9,13,2,1,0,50,39,1,0,0
7802,4,261278,15,10,5,12,2,30,39,0,0,0
7803,4,127014,11,9,2,8,0,60,39,0,0,0
7804,4,197919,7,12,0,12,4,40,39,0,0,0
7805,4,217460,9,13,2,4,0,40,39,1,0,0
7806,4,86551,11,9,2,8,0,40,39,1,0,0
7807,5,98051,15,10,2,12,0,54,39,1,0,0
7808,4,215917,15,10,2,12,0,40,30,0,0,0
7809,6,192982,11,9,2,5,0,85,39,0,0,0
7810,6,334132,7,12,4,10,1,78,39,0,0,0
7811,4,136986,9,13,2,4,0,40,39,1,0,0
7812,4,116812,15,10,0,1,1,40,39,0,0,0
7813,4,189123,1,7,2,1,0,58,39,0,-1485,0
7814,4,89648,9,13,4,4,1,50,39,0,0,0
7815,0,190027,11,9,4,0,4,20,39,0,0,0
7816,4,99248,15,10,0,8,1,40,39,0,0,0
7817,4,57600,11,9,0,10,1,45,39,0,0,0
7818,4,199224,9,13,2,10,0,45,39,1,0,0
7819,4,140363,11,9,0,12,1,36,39,0,0,0
7820,4,308812,15,10,4,12,1,60,39,0,0,0
7821,4,275421,15,10,4,3,3,40,39,0,0,0
7822,4,213321,11,9,2,11,0,40,39,0,0,0
7823,4,157747,7,12,2,6,0,40,39,0,0,0
7824,4,182314,12,14,2,13,0,40,39,1,0,0
7825,4,220589,15,10,6,4,1,12,39,0,0,0
7826,0,208640,11,9,2,0,0,30,39,1,0,0
7827,6,189346,15,10,0,3,1,50,39,0,2202,0
7828,4,124071,12,14,6,10,1,44,39,0,0,0
7829,1,20469,15,10,0,4,4,40,30,0,0,0
7830,4,154227,11,9,2,3,0,43,39,1,0,0
7831,4,105044,15,10,2,4,0,42,39,1,0,0
7832,4,35910,15,10,2,12,0,43,39,1,0,0
7833,4,189203,11,9,4,12,1,40,39,0,0,0
7834,4,116493,11,9,0,3,1,44,39,1,13550,5
7835,2,19700,9,13,2,10,5,50,39,1,0,0
7836,4,48718,0,6,4,1,1,40,39,0,2907,1
7837,4,106113,15,10,2,4,0,40,39,1,0,0
7838,4,256263,7,12,2,12,0,40,39,0,0,0
7839,0,202498,5,4,5,0,1,40,13,0,0,0
7840,4,120074,9,13,2,7,0,50,39,1,0,0
7841,4,122922,11,9,4,4,1,50,39,0,0,0
7842,6,116903,8,11,2,10,0,40,39,0,-2149,-1
7843,2,222596,11,9,2,3,0,40,39,1,0,0
7844,4,107302,12,14,2,12,0,40,19,0,0,0
7845,4,156400,15,10,0,1,4,40,39,0,0,0
7846,4,53373,11,9,2,3,0,35,39,0,0,0
7847,4,58916,15,10,4,1,1,30,39,0,0,0
7848,2,167159,9,13,2,11,0,50,39,1,0,0
7849,4,283806,15,10,4,8,1,40,39,0,0,0
7850,4,140426,3,2,3,8,1,35,0,0,0,0
7851,2,61778,11,9,2,10,0,40,39,1,15024,7
7852,4,33310,11,9,4,1,1,40,39,0,0,0
7853,6,202560,15,10,4,10,3,35,39,0,0,0
7854,6,60828,15,10,4,5,3,50,39,0,0,0
7855,7,153486,15,10,2,5,0,50,39,0,0,0
7856,2,167536,7,12,6,10,4,40,39,0,0,0
7857,2,370990,12,14,4,10,1,40,39,0,0,0
7858,6,198867,1,7,2,3,0,40,39,0,0,0
7859,2,174924,15,10,0,11,4,48,11,0,0,0
7860,4,175856,12,14,2,10,0,38,39,0,0,0
7861,4,169628,11,9,2,7,5,40,0,0,0,0
7862,0,125159,15,10,4,0,1,36,0,0,0,0
7863,4,220690,15,10,0,3,1,80,39,0,0,0
7864,4,160035,11,9,2,3,0,55,39,0,3908,1
7865,6,116878,11,9,2,4,0,60,12,0,0,0
7866,6,134737,11,9,2,3,0,35,39,0,0,0
7867,4,81648,11,9,2,12,0,55,39,1,-1887,0
7868,7,122177,15,10,2,7,0,40,39,1,0,0
7869,1,69614,0,6,5,3,1,56,39,0,0,0
7870,4,112115,9,13,2,4,0,45,39,1,-1902,0
7871,4,299422,5,4,2,6,0,40,26,0,0,0
7872,0,162882,11,9,0,0,1,35,39,0,0,0
7873,4,112854,15,10,4,13,1,16,39,0,0,0
7874,6,33417,15,10,2,3,0,50,39,0,0,0
7875,1,224559,11,9,2,14,0,40,39,1,0,0
7876,0,468706,11,9,2,0,0,40,39,0,0,0
7877,4,357028,15,10,4,4,3,40,39,0,0,0
7878,2,51158,15,10,2,13,5,36,39,1,7298,3
7879,4,186303,9,13,2,12,0,40,39,1,0,0
7880,4,127749,11,9,2,14,0,50,39,0,0,0
7881,4,291386,15,10,4,1,1,40,39,0,0,0
7882,4,138054,7,12,4,8,1,40,39,0,0,0
7883,6,174533,15,10,2,3,0,40,39,0,0,0
7884,4,200835,11,9,2,3,0,40,39,0,0,0
7885,4,108658,11,9,4,4,1,45,39,0,0,0
7886,4,180985,15,10,2,14,0,60,39,1,0,0
7887,4,34803,9,13,4,4,3,20,39,0,0,0
7888,4,75867,12,14,2,10,0,60,39,0,0,0
7889,4,156819,7,12,0,10,4,35,39,0,0,0
7890,4,61272,6,5,2,7,5,40,32,0,0,0
7891,4,39827,15,10,2,7,5,40,33,0,0,0
7892,4,130007,9,13,4,8,1,40,39,0,0,0
7893,6,80324,11,9,2,4,0,60,39,1,0,0
7894,4,322614,13,1,3,7,1,40,26,0,-1719,0
7895,4,140869,11,9,4,8,4,40,39,0,0,0
7896,2,181902,12,14,2,10,0,10,31,1,0,0
7897,4,287908,11,9,2,7,0,40,39,0,0,0
7898,4,309630,11,9,2,8,0,40,39,0,0,0
7899,4,28225,15,10,2,14,0,58,39,0,0,0
7900,0,428584,11,9,2,0,5,20,39,0,3464,3
7901,4,39222,1,7,4,8,3,40,39,0,0,0
7902,4,359131,9,13,2,10,5,8,0,1,7298,17
7903,4,122272,11,9,4,1,3,40,39,0,0,0
7904,5,198400,11,9,2,12,0,60,39,0,0,0
7905,0,73091,5,4,6,0,1,40,39,0,0,0
7906,5,283338,9,13,2,4,0,40,39,1,7298,3
7907,4,208946,15,10,4,12,3,40,39,0,0,0
7908,4,348416,11,9,4,1,4,40,39,0,0,0
7909,4,379046,11,9,4,6,3,40,40,0,0,0
7910,4,183887,9,13,4,1,3,40,39,0,0,0
7911,6,127961,15,10,2,7,0,45,39,1,0,0
7912,4,211129,9,13,4,12,3,35,39,0,0,0
7913,2,187649,11,9,5,11,2,40,39,0,0,0
7914,1,94754,12,14,2,1,0,40,39,1,0,0
7915,4,231826,5,4,2,7,0,40,26,0,0,0
7916,4,142764,11,9,4,7,1,48,39,0,0,0
7917,4,126822,9,13,4,1,3,60,39,0,0,0
7918,4,188069,11,9,2,7,0,40,39,0,0,0
7919,4,284395,11,9,2,3,0,50,39,0,0,0
7920,4,31267,5,4,2,3,0,40,39,0,0,0
7921,4,161444,11,9,2,4,0,40,4,0,0,0
7922,4,144483,11,9,5,4,4,40,39,0,0,0
7923,4,133655,11,9,3,1,4,40,39,0,0,0
7924,7,112074,10,16,4,10,1,45,39,0,0,0
7925,4,249727,11,9,4,8,3,22,39,0,0,0
7926,4,165754,15,10,4,8,3,30,39,0,0,0
7927,2,172822,8,11,4,11,1,40,39,0,0,0
7928,4,288433,15,10,4,1,3,40,39,0,0,0
7929,4,33331,15,10,2,14,0,50,39,0,0,0
7930,4,168071,11,9,2,4,0,44,39,0,0,0
7931,4,207277,9,13,2,4,0,50,39,1,0,0
7932,4,130620,15,10,3,12,3,26,19,0,0,0
7933,4,136244,15,10,2,1,5,40,39,0,0,0
7934,4,972354,15,10,2,8,0,48,39,0,0,0
7935,4,245297,15,10,4,8,1,20,39,0,0,0
7936,7,71151,9,13,2,13,0,20,39,0,0,0
7937,4,118352,15,10,4,8,3,16,39,0,0,0
7938,4,117210,11,9,4,7,3,40,39,0,0,0
7939,4,120068,8,11,2,6,0,40,39,0,0,0
7940,4,48343,1,7,4,8,1,40,39,0,0,0
7941,4,84451,8,11,0,8,1,32,39,0,0,0
7942,0,76437,15,10,0,0,4,40,39,0,0,0
7943,4,281704,15,10,4,8,1,35,39,0,0,0
7944,4,123011,15,10,2,12,0,45,39,1,0,0
7945,4,104729,11,9,0,7,2,48,39,0,0,0
7946,4,110134,15,10,0,7,1,40,39,0,0,0
7947,4,186067,0,6,4,13,3,10,39,0,0,0
7948,4,214702,11,9,0,8,4,37,33,0,0,0
7949,4,384795,9,13,0,10,4,32,39,0,0,0
7950,4,175931,15,10,2,6,0,44,39,0,0,0
7951,4,366324,15,10,2,8,5,30,39,0,0,0
7952,4,118717,9,13,0,10,1,40,39,0,0,0
7953,4,219835,15,10,4,11,3,40,26,0,0,0
7954,4,176486,8,11,4,1,3,36,39,0,0,0
7955,4,273435,11,9,2,3,0,40,39,0,0,0
7956,4,182661,15,10,4,12,3,20,39,0,0,0
7957,4,212304,5,4,4,7,3,48,39,0,0,0
7958,2,133963,9,13,4,10,3,40,39,1,0,0
7959,4,165152,11,9,2,12,0,48,39,1,0,0
7960,4,274724,15,10,4,8,2,40,27,0,0,0
7961,4,196707,14,15,0,1,1,40,39,0,0,0
7962,4,213002,2,8,4,12,1,50,39,0,4650,1
7963,0,26620,15,10,4,0,3,40,39,0,0,0
7964,4,361481,0,6,2,8,0,40,0,0,0,0
7965,4,148581,11,9,2,3,0,40,39,0,-1740,0
7966,4,459189,15,10,2,3,0,50,39,1,-1902,0
7967,6,214689,1,7,4,3,1,40,39,0,0,0
7968,4,289364,15,10,2,4,0,45,39,1,7688,3
7969,4,174907,11,9,4,1,3,40,39,0,0,0
7970,6,348099,0,6,0,12,1,50,39,0,0,0
7971,0,104965,6,5,4,0,1,30,39,0,0,0
7972,4,31600,9,13,4,10,1,40,39,0,0,0
7973,6,286282,9,13,2,1,5,20,39,0,0,0
7974,6,181705,11,9,2,3,0,40,39,1,3103,1
7975,4,238912,10,16,2,10,0,60,39,1,0,0
7976,4,134737,12,14,2,10,0,55,39,1,7688,2
7977,0,157403,14,15,2,0,0,10,39,1,6418,12
7978,4,197429,11,9,2,6,0,45,39,1,0,0
7979,4,47343,12,14,2,10,0,40,39,1,0,0
7980,1,67083,9,13,4,4,4,40,1,0,1471,0
7981,4,249957,15,10,4,4,3,40,39,0,0,0
7982,4,175942,11,9,0,9,1,40,10,0,0,0
7983,4,192982,11,9,2,13,0,40,39,1,-1848,0
7984,4,209547,9,13,2,12,0,60,39,1,-1977,0
7985,4,142675,9,13,4,6,1,30,39,0,0,0
7986,1,190333,15,10,2,3,0,40,39,0,0,0
7987,4,196396,15,10,4,7,1,40,39,0,0,0
7988,4,166740,11,9,2,7,0,40,39,0,0,0
7989,2,174533,8,11,2,4,0,40,39,1,0,0
7990,4,210867,5,4,4,5,3,50,0,0,0,0
7991,4,118486,9,13,5,10,4,32,39,1,4934,2
7992,4,144067,8,11,2,3,0,40,39,0,0,0
7993,4,106964,11,9,2,7,0,40,39,0,0,0
7994,4,178136,11,9,2,7,0,40,39,0,0,0
7995,4,196554,14,15,5,10,1,35,39,1,0,0
7996,6,403550,15,10,2,3,0,50,39,0,0,0
7997,4,498216,9,13,0,4,4,40,39,0,0,0
7998,6,192755,11,9,2,7,5,20,39,1,0,0
7999,0,53738,15,10,4,0,3,60,39,0,0,0
8000,4,156192,12,14,2,10,0,45,39,1,0,0
8001,4,189802,15,10,0,1,1,40,39,0,0,0
8002,0,213149,15,10,2,0,0,40,39,1,-1825,0
8003,6,179171,11,9,4,12,4,38,11,0,0,0
8004,4,77634,1,7,2,1,0,45,39,0,0,0
8005,4,189830,15,10,2,8,0,50,39,0,0,0
8006,4,127190,11,9,4,8,3,15,39,0,0,0
8007,0,174147,15,10,2,0,0,40,39,0,0,0
8008,4,138107,11,9,4,6,3,35,39,0,0,0
8009,5,269733,9,13,2,12,0,30,39,0,0,0
8010,7,227734,11,9,2,1,0,40,39,0,3464,1
8011,4,318822,15,10,4,1,2,40,39,0,0,0
8012,4,48885,11,9,0,8,1,35,39,0,0,0
8013,4,205424,15,10,2,12,0,65,39,1,0,0
8014,4,173858,5,4,2,8,0,42,1,0,0,0
8015,4,202450,11,9,2,3,0,55,39,1,0,0
8016,4,154779,15,10,4,12,2,40,39,0,0,0
8017,4,180551,15,10,5,1,4,40,39,0,0,0
8018,4,177522,11,9,2,1,3,20,39,0,0,0
8019,4,277328,15,10,4,6,3,32,5,0,0,0
8020,4,112584,0,6,0,8,4,38,39,0,0,0
8021,7,85384,15,10,2,3,0,40,39,1,0,0
8022,0,123971,1,7,0,0,1,49,39,0,0,0
8023,4,69019,15,10,2,3,0,40,39,1,0,0
8024,4,112847,11,9,4,1,3,40,39,0,0,0
8025,6,52900,11,9,2,3,0,42,39,1,0,0
8026,4,37937,9,13,2,4,0,55,39,1,0,0
8027,4,59380,9,13,5,4,1,55,39,0,0,0
8028,4,114770,11,9,0,8,3,32,39,0,0,0
8029,4,216481,12,14,2,4,5,40,39,1,0,0
8030,4,176469,9,13,4,12,1,38,39,0,0,0
8031,4,176831,9,13,0,10,4,40,39,1,0,0
8032,1,410034,11,9,2,1,0,40,39,0,0,0
8033,4,93662,15,10,0,10,4,24,39,0,0,0
8034,5,144236,15,10,4,12,1,60,39,0,0,0
8035,4,240917,1,7,5,8,1,35,39,0,0,0
8036,4,608184,9,13,2,4,0,40,39,1,-1902,0
8037,4,243361,15,10,6,1,4,45,39,0,0,0
8038,6,35166,9,13,2,5,0,90,39,0,0,0
8039,5,182655,8,11,2,4,0,60,39,1,0,0
8040,4,142717,10,16,0,3,1,60,39,1,4787,1
8041,4,272944,15,10,4,3,1,40,39,0,0,0
8042,0,219233,11,9,4,0,3,30,39,0,-1602,-1
8043,4,228686,15,10,4,8,1,45,39,0,0,0
8044,4,236818,8,11,4,10,4,26,39,0,0,0
8045,6,117865,11,9,1,3,0,90,39,0,0,0
8046,6,106538,12,14,0,10,1,50,39,0,0,0
8047,4,153891,9,13,2,4,0,50,39,1,0,0
8048,4,190909,11,9,2,4,0,40,39,1,0,0
8049,4,191002,11,9,4,12,1,40,31,0,0,0
8050,4,89073,11,9,2,10,0,48,39,0,0,0
8051,1,238342,9,13,2,12,0,42,39,1,7688,3
8052,4,259532,5,4,2,14,0,50,39,0,0,0
8053,0,189282,11,9,2,0,1,27,39,0,0,0
8054,4,132481,7,12,0,10,1,24,39,0,0,0
8055,4,205659,7,12,2,4,5,50,37,1,0,0
8056,4,182323,6,5,2,3,0,40,39,0,0,0
8057,0,216256,11,9,2,0,0,30,39,0,3464,2
8058,1,166419,1,7,4,12,1,40,39,0,3674,1
8059,4,152246,11,9,4,7,3,40,30,0,0,0
8060,4,155659,11,9,2,4,0,60,39,0,0,0
