,age,Experience,Income,Family,CCAvg,Education,Mortgage,SecuritiesAccount,CDAccount,Online,CreditCard,Personal Loan
1707,59,29,157,2,6.7889426705954845,2,208,0,1,0,0,1
1708,38,2,140,3,3.4660359202268354,2,174,1,1,0,1,1
1709,39,26,157,3,6.060269622505908,2,22,0,1,0,0,1
1710,46,30,146,2,4.957534445097998,2,131,0,1,0,0,1
1711,50,8,151,4,4.911580958317656,2,182,0,1,1,0,1
1712,43,31,126,2,5.931013293857182,2,68,0,1,0,0,1
1713,41,22,190,3,1.64437906277937,3,484,1,1,1,1,1
1714,36,12,120,4,7.2299777934196605,2,345,1,1,0,0,1
1715,47,29,144,3,5.672665671907886,3,102,0,1,1,1,1
1716,49,1,175,4,6.684921295510149,3,157,0,1,0,0,1
1717,37,17,173,3,4.660447119230873,2,178,0,1,1,1,1
1718,38,8,170,2,4.1446304462461026,2,81,0,1,1,1,1
1719,46,2,164,2,4.445205701682594,2,226,0,1,1,0,1
1720,35,14,149,4,6.250188171330304,2,76,0,1,1,1,1
1721,42,29,188,3,3.1704405618947296,2,331,0,1,1,0,1
1722,45,19,148,2,3.6955975013247784,2,266,0,1,1,0,1
1723,59,42,154,3,4.303156750357399,2,149,0,1,1,0,1
1724,41,26,163,2,7.180897605672397,2,69,0,1,1,0,1
1725,36,6,156,4,7.529106262916651,2,259,1,1,1,1,1
1726,39,16,175,2,5.950884071219021,3,41,0,1,1,0,1
1727,42,10,144,3,3.2561225996615533,3,409,0,1,1,0,1
1728,38,29,141,3,5.291875568807189,2,44,0,1,1,0,1
1729,42,14,146,2,5.92939149752718,2,202,0,1,1,1,1
1730,52,29,129,3,5.718643803485536,3,150,0,1,1,1,1
1731,47,17,138,3,2.8766328294225234,2,417,0,1,1,1,1
1732,41,26,145,4,3.1097237302728287,3,129,0,1,0,1,1
1733,52,8,147,1,5.9136268375813374,2,4,0,1,0,0,1
1734,51,20,148,2,3.898026966065906,2,82,0,1,0,0,1
1735,51,6,122,3,8.272431339384354,2,224,0,1,1,0,1
1736,55,34,170,2,4.802874635122217,2,183,0,1,0,0,1
1737,41,23,146,1,5.4586638866695205,3,10,0,1,0,0,1
1738,51,9,188,2,3.278067621925901,3,14,1,1,1,1,1
1739,35,6,157,2,6.696911613052662,3,62,0,1,1,1,1
1740,57,7,173,2,4.384303021699943,3,44,0,1,1,0,1
1741,49,7,122,3,4.121110809208264,1,357,0,1,1,0,1
1742,52,4,146,2,4.715988215704386,2,7,1,1,0,1,1
1743,47,21,157,2,4.409755160260129,3,74,0,1,0,0,1
1744,48,30,151,3,7.308984322374746,3,218,0,1,1,0,1
1745,40,16,172,3,7.987897442026311,2,278,0,1,0,1,1
1746,42,8,157,2,8.095333720003634,2,185,0,1,0,0,1
1747,49,29,143,1,6.390802571460721,3,250,0,1,1,0,1
1748,53,5,185,3,4.031202995473614,3,259,0,1,1,0,1
1749,38,1,166,3,3.654088938074824,2,46,0,1,0,0,1
1750,53,34,132,3,5.439319740375867,3,302,0,1,1,1,1
1751,53,1,192,3,5.526907875230412,2,20,0,1,0,0,1
1752,44,11,125,2,5.869439800880907,2,108,1,1,1,1,1
1753,34,2,131,2,3.6073506345720623,3,91,0,1,0,0,1
1754,43,35,153,3,8.299317165456163,3,95,1,1,0,0,1
1755,45,11,185,4,3.473677257933606,2,108,0,1,1,0,1
1756,30,20,152,1,5.979016118898311,2,121,0,1,1,1,1
1757,48,21,155,2,4.0740304658694795,2,108,0,1,0,0,1
1758,58,5,157,2,5.4530631157567315,3,122,0,1,0,0,1
1759,34,32,166,4,5.03819893651864,2,417,0,0,1,1,1
1760,33,22,152,3,3.9718538522271607,2,182,0,1,1,0,1
1761,36,15,124,3,3.5297140637113333,2,262,0,1,0,0,1
1762,62,1,143,3,6.647236469504199,2,170,0,1,1,1,1
1763,38,27,153,3,5.882660473604117,3,57,0,1,0,0,1
1764,44,6,155,1,4.590014485395765,2,196,0,1,0,1,1
1765,51,38,154,2,4.362469364661127,2,89,0,1,0,0,1
1766,48,29,135,2,3.8421762651208575,3,352,0,1,0,1,1
1767,58,11,136,2,3.682107655493967,3,314,1,1,1,0,1
1768,52,15,159,3,2.7699585453267948,3,383,0,1,0,0,1
1769,39,20,154,3,4.0750412236335745,2,207,0,1,1,0,1
1770,58,21,194,4,5.826252272468685,2,17,1,1,0,0,1
1771,26,25,139,3,3.1857546756572614,2,133,1,1,0,1,1
1772,46,29,179,2,5.34277459995682,3,289,0,1,1,0,1
1773,31,22,152,4,4.918340712663024,2,99,1,1,1,0,1
1774,49,7,146,2,5.200642017849536,3,301,0,1,1,1,1
1775,31,17,131,2,5.9210574767171185,2,231,0,1,0,0,1
1776,36,23,149,2,4.514612013322682,2,28,0,1,1,1,1
1777,33,36,133,2,5.163157485828626,3,61,0,1,1,0,1
1778,42,43,125,2,3.878670260267908,3,24,0,1,1,0,1
1779,25,15,138,2,5.666043991710413,3,110,1,1,1,1,1
1780,34,10,167,3,1.5233668524774857,3,468,0,1,0,0,1
1781,51,18,170,2,9.212162301539632,3,38,0,1,1,0,1
1782,46,22,122,3,4.5962954814786325,2,259,0,1,0,0,1
1783,35,16,116,3,3.0677266842215647,3,307,0,1,1,0,1
1784,44,32,186,1,5.67515716724458,2,128,1,1,1,0,1
1785,59,5,196,4,5.404631197805044,2,239,0,1,0,0,1
1786,57,25,143,2,5.003926911205091,3,5,0,1,0,1,1
1787,40,24,133,1,5.200662167644228,2,256,0,1,0,0,1
1788,67,19,141,3,3.296152537019105,1,376,0,1,1,0,1
1789,53,3,144,3,3.1759261735035085,3,311,0,1,0,0,1
1790,36,16,191,4,8.621542239620105,3,161,0,1,1,1,1
1791,44,4,171,1,4.107113280412252,2,13,0,1,1,0,1
1792,24,4,152,3,4.318348655959898,2,132,1,1,0,0,1
1793,46,11,144,4,5.647712909308218,3,257,1,1,1,1,1
1794,26,36,127,2,4.60632505394957,2,152,0,1,1,1,1
1795,42,18,173,1,5.642286609751265,2,232,0,1,1,1,1
1796,45,10,138,2,3.2915246557986113,3,116,0,1,1,0,1
1797,54,23,128,2,4.519762067538923,2,159,0,1,0,0,1
1798,44,35,151,3,8.604280251909291,2,353,0,1,1,0,1
1799,30,24,116,3,4.487440655329043,3,328,0,1,0,0,1
1800,49,13,193,3,4.548192867637915,3,194,1,1,0,0,1
1801,56,18,144,3,6.521001540541189,1,287,0,1,1,1,1
1802,48,13,144,2,4.524879828220893,2,134,0,1,1,0,1
1803,31,9,136,2,4.34636650050843,3,3,0,1,1,0,1
1804,43,19,127,1,3.695873501976125,3,100,1,1,1,1,1
1805,54,15,134,2,4.64884338126974,2,159,0,1,1,0,1
1806,56,20,150,2,5.973919585552168,2,311,0,1,1,1,1
1807,26,28,124,3,3.3241541211244665,2,7,0,1,1,0,1
1808,44,27,130,2,4.667859106847917,2,198,0,1,0,0,1
1809,37,11,201,3,7.283313387533385,2,261,0,1,0,0,1
1810,40,17,126,2,3.4483270010584315,3,153,0,1,0,0,1
1811,55,37,141,2,3.0914378333123453,3,165,0,1,1,0,1
1812,32,17,142,2,4.005523421917856,2,199,1,1,1,0,1
1813,43,17,180,4,4.978803053693212,3,217,0,1,1,1,1
1814,43,11,179,3,6.984189963221303,2,108,0,1,1,0,1
1815,43,18,139,2,6.023515498688811,3,65,1,1,0,0,1
1816,65,21,138,4,4.539000053951648,3,527,0,0,1,1,1
1817,35,35,138,2,4.128984477282058,2,304,0,1,1,0,1
1818,39,9,134,2,5.429304081127382,3,135,0,1,1,1,1
1819,44,40,173,4,8.594518877048134,3,302,0,1,1,1,1
1820,36,34,141,3,4.2083618970092385,2,198,0,1,1,0,1
1821,41,24,143,4,3.2986094089026885,2,18,0,1,0,0,1
1822,36,17,137,4,4.75929967160193,2,241,0,1,0,0,1
1823,51,5,151,4,6.507325790092068,2,260,0,1,0,0,1
1824,45,11,153,4,3.072879723615059,2,52,0,1,1,0,1
1825,35,23,190,2,5.778708742805121,3,238,1,1,0,0,1
1826,42,17,192,2,7.831154088138134,2,451,0,1,1,0,1
1827,36,11,180,4,7.7878333238781305,2,500,0,0,0,0,1
1828,40,23,127,1,4.025303630838792,3,80,0,1,0,0,1
1829,38,35,147,1,3.397400144056597,3,90,0,1,1,1,1
1830,48,34,132,4,4.933800822752868,2,173,0,1,0,1,1
1831,36,17,158,4,3.5757405898096795,3,87,0,1,1,1,1
1832,59,37,139,1,5.3207632814364665,3,114,0,1,0,0,1
1833,51,16,128,2,4.623357640664984,3,104,0,1,0,0,1
1834,31,21,134,4,4.95577786757093,2,251,0,1,1,0,1
1835,39,25,142,2,3.7209959747954193,2,8,0,1,0,0,1
1836,51,39,171,2,5.182605622302783,2,179,1,1,0,1,1
1837,37,28,170,3,7.274667002615681,2,79,1,1,1,0,1
1838,46,0,171,3,4.152539745113213,3,132,0,1,1,1,1
1839,49,2,138,3,2.225092237688833,2,391,0,1,1,1,1
1840,48,20,189,3,6.2782983752619534,2,69,0,1,0,1,1
1841,50,12,201,4,4.112537689362805,3,32,0,1,1,1,1
1842,54,18,133,3,3.2054668976258793,2,102,0,1,0,1,1
1843,54,9,168,3,3.3916786447973055,3,152,0,1,1,0,1
1844,50,35,149,4,7.2438934630577725,3,122,0,1,0,0,1
1845,54,18,132,3,3.6140813235301312,2,38,0,1,0,0,1
1846,46,21,194,3,5.78951535370166,3,134,0,1,1,0,1
1847,60,26,142,2,4.403733610491995,3,162,0,1,0,0,1
1848,42,42,182,2,6.378783570612377,3,223,0,1,0,0,1
1849,44,26,209,2,4.388504069316676,3,98,0,1,0,1,1
1850,35,41,144,3,6.636763748601922,3,37,1,1,1,0,1
1851,45,10,150,2,4.040579241815856,2,183,0,1,1,0,1
1852,25,32,160,4,4.170597420645628,3,54,0,1,0,0,1
1853,49,17,199,4,6.880326878692509,3,52,0,1,0,0,1
1854,67,12,149,4,4.960002869321764,3,33,0,1,1,1,1
1855,52,16,153,1,4.905221775229673,3,73,1,1,1,0,1
1856,37,40,167,2,4.662881307514262,3,69,0,1,0,0,1
1857,62,38,192,4,3.9276318519812783,3,293,0,1,1,0,1
1858,31,26,160,4,6.992266071139396,2,177,0,1,0,0,1
1859,41,13,167,2,4.736399887721183,2,253,0,1,1,1,1
1860,47,29,171,4,5.175330592541572,2,380,0,0,0,1,1
1861,22,15,153,3,2.991789961950405,3,273,0,1,0,1,1
1862,55,8,174,3,4.5118185020168635,1,371,0,1,0,1,1
1863,49,20,201,1,3.984143349931422,2,117,0,1,1,0,1
1864,37,32,153,4,3.7259136151537517,2,35,0,1,1,1,1
1865,47,32,135,3,4.294392882692167,2,2,1,1,0,0,1
1866,43,23,139,4,4.0956579030947085,3,170,1,1,0,0,1
1867,32,26,129,2,5.299052702797207,3,179,0,1,1,0,1
1868,47,28,140,1,3.5079111224354738,2,528,1,1,1,0,1
1869,49,24,157,3,6.560411008819125,2,132,0,1,0,1,1
1870,44,5,153,2,5.556130967605812,2,88,0,1,1,1,1
1871,62,17,153,3,1.058141677466217,2,410,0,1,0,0,1
1872,57,31,134,2,6.620577839792389,2,112,0,1,1,0,1
1873,55,29,150,4,3.208355393446377,3,198,0,1,0,0,1
1874,36,12,196,3,4.99357198528976,3,400,0,0,1,1,1
1875,45,24,154,4,5.811531616675564,2,211,0,1,1,1,1
1876,42,17,123,2,4.5189272465918915,2,408,0,1,1,1,1
1877,43,40,191,3,6.7446102107819375,2,116,0,1,0,0,1
1878,46,1,137,2,4.28252770806506,3,145,0,1,0,0,1
1879,38,29,163,2,4.847884537670726,3,31,0,1,1,0,1
1880,32,37,189,3,5.561941183341549,2,284,0,1,0,0,1
1881,43,8,171,3,4.401259915857973,1,508,0,1,1,0,1
1882,58,21,148,4,3.115381845405248,3,286,0,1,1,1,1
1883,43,23,154,2,4.8845811345663535,2,37,0,1,1,0,1
1884,45,25,168,2,6.761951495097527,2,25,1,1,1,1,1
1885,56,32,172,2,4.315852568945602,2,378,1,1,0,0,1
1886,44,18,168,3,8.990273355873699,2,160,0,1,0,0,1
1887,33,39,149,3,5.214662681448232,2,134,0,1,0,0,1
1888,47,22,162,3,4.521637370807453,3,95,0,1,0,0,1
1889,43,14,149,3,7.604238594375563,2,213,0,1,1,0,1
1890,51,15,142,3,5.051386258342036,2,104,0,1,1,1,1
1891,42,23,155,2,6.200171109210272,2,22,0,1,1,1,1
1892,35,34,140,2,5.4778600983957775,2,90,1,1,1,1,1
1893,43,27,146,1,3.8288988704934503,2,121,0,1,1,0,1
1894,47,1,177,2,4.459454952517431,2,175,0,1,0,0,1
1895,43,15,169,2,5.486900103804865,2,112,0,1,0,1,1
1896,58,21,127,4,6.1219546759338,3,19,0,1,1,1,1
1897,58,3,206,2,3.4298178920117164,2,39,0,1,0,0,1
1898,37,38,193,3,6.109772472820444,3,22,0,1,0,0,1
1899,50,19,147,3,4.925592306384101,2,100,0,1,1,1,1
1900,39,22,122,3,7.725683253062153,2,19,0,1,1,0,1
1901,49,24,134,4,4.22969915947701,2,10,0,1,1,1,1
1902,47,14,134,2,4.333142662651637,2,183,0,1,1,1,1
1903,46,38,143,4,4.055534380083343,2,123,0,1,0,1,1
1904,64,11,148,3,3.0026531828998024,3,206,0,1,1,1,1
1905,38,8,140,1,4.015855997237146,2,99,0,1,0,0,1
1906,39,35,134,3,7.09485172145997,2,83,0,1,0,1,1
1907,60,13,178,2,3.9458926288507867,2,117,0,1,1,0,1
1908,34,27,137,3,6.607048451344346,3,200,0,1,0,0,1
1909,58,30,146,1,5.204747287570534,2,166,0,1,1,0,1
1910,57,28,143,4,4.558162899704465,2,82,0,1,1,1,1
1911,44,10,172,3,9.437336920712353,2,44,0,1,0,0,1
1912,38,39,174,2,3.1729099936189726,3,6,0,1,1,0,1
1913,49,24,174,4,2.734703654423691,2,324,1,1,0,0,1
1914,50,15,126,4,5.505301049220885,2,116,0,1,1,0,1
1915,32,3,154,3,6.598196418002436,3,74,0,1,1,1,1
1916,48,19,127,4,3.978807416102466,3,289,0,1,1,0,1
1917,48,20,160,4,5.9209364235468325,2,73,1,1,1,1,1
1918,42,33,167,3,3.5685211612132415,3,250,0,1,1,1,1
1919,42,18,154,2,5.169206170899016,3,236,0,1,1,0,1
1920,42,8,207,3,3.8256201433654313,2,0,0,1,0,0,1
1921,53,34,169,1,3.6096975668967133,3,288,0,1,0,1,1
1922,52,32,152,3,8.012930412128949,2,173,0,1,0,0,1
1923,52,13,199,2,4.751621475959858,3,74,0,1,1,0,1
1924,38,21,183,3,3.5750732250285027,2,187,0,1,0,0,1
1925,28,2,148,3,8.774746078061122,3,167,0,1,1,0,1
1926,37,31,188,1,4.35272122224196,3,84,0,1,1,1,1
1927,50,10,136,2,4.443124007509435,2,161,0,1,1,1,1
1928,42,35,131,2,4.756630837723541,3,159,0,1,1,0,1
1929,55,9,130,2,5.290385072294067,3,211,0,1,0,1,1
1930,46,0,187,2,4.317671093723999,2,300,0,1,0,0,1
1931,37,1,143,2,3.3072945719656675,2,76,0,1,0,0,1
1932,43,14,151,3,6.334690751485914,2,125,0,1,1,0,1
1933,55,7,131,3,5.223525823316707,2,225,0,1,0,1,1
1934,53,10,169,3,4.532845563646381,3,477,0,0,0,0,1
1935,62,1,149,3,3.9213677724893556,3,405,0,0,1,0,1
1936,45,16,203,2,3.7110010026921922,2,39,0,1,0,0,1
1937,29,27,173,3,4.259061503639807,2,285,0,1,0,0,1
1938,52,10,144,2,4.158657618069439,3,98,0,1,0,0,1
1939,59,0,150,4,3.8825539545136953,1,488,1,1,1,1,1
1940,31,11,141,1,7.17638192636082,3,40,0,1,0,0,1
1941,36,19,196,3,3.262026349644185,2,140,0,1,0,1,1
1942,45,22,147,3,4.86338053993114,2,479,0,1,1,0,1
1943,49,17,216,2,3.517602531401908,3,144,0,1,0,1,1
1944,61,25,129,4,3.6574423414055146,3,193,1,1,1,0,1
1945,29,22,185,3,5.278418362095348,1,323,0,1,1,0,1
1946,42,16,134,3,3.5607368763670704,3,164,0,1,0,1,1
1947,50,18,138,2,3.4858878549773404,2,37,0,1,0,0,1
1948,42,27,138,3,4.140642099348386,3,94,1,1,1,0,1
1949,42,41,145,1,6.441239408162869,2,2,0,1,1,0,1
1950,34,31,139,3,4.226055641425101,2,66,0,1,0,0,1
1951,43,11,156,3,3.693494197493648,3,46,0,1,0,0,1
1952,45,32,183,4,4.496858670100513,2,117,0,1,1,1,1
1953,44,29,150,3,6.447514782587847,3,40,0,1,1,1,1
1954,40,13,154,3,6.3591692273570075,3,195,0,1,0,0,1
1955,36,15,166,4,3.5703440805609534,3,154,0,1,0,0,1
1956,43,30,169,2,6.009215876755478,2,339,0,1,0,0,1
1957,46,18,160,3,4.0315712724040855,2,54,0,1,1,0,1
1958,41,4,137,4,3.2874608386316613,3,163,0,1,1,1,1
1959,48,27,186,3,3.9484238263470055,3,103,0,1,1,0,1
1960,42,26,154,3,4.806868969810139,2,16,0,1,0,0,1
1961,52,6,175,3,4.419994081516706,3,309,0,1,1,0,1
1962,44,40,199,3,4.122480862835866,2,58,0,1,1,0,1
1963,43,18,180,2,4.585136095521778,3,219,0,1,0,1,1
1964,39,32,179,2,5.7878898123312545,2,191,0,1,0,0,1
1965,43,31,143,4,3.9069384887859315,2,84,0,1,1,0,1
1966,67,31,203,3,4.600741100616405,3,298,0,1,0,1,1
1967,55,23,152,4,2.9514537157555645,1,305,0,1,1,0,1
1968,21,18,124,3,5.381144031156601,2,228,0,1,1,0,1
1969,37,3,174,4,5.054317415163518,3,51,0,1,0,0,1
1970,54,21,152,4,3.539365970651132,2,49,0,1,1,1,1
1971,35,3,162,4,3.8797592331565443,2,234,1,1,0,1,1
1972,41,28,168,3,8.03055313969125,2,16,0,1,1,0,1
1973,38,14,144,3,6.593261247812075,3,151,0,1,1,1,1
1974,35,8,132,1,5.595689995654475,2,318,1,1,0,0,1
1975,62,5,125,1,5.059244979188273,3,163,0,1,0,0,1
1976,21,14,162,3,5.192819933702479,2,154,0,1,0,1,1
1977,33,3,182,2,3.944103496196068,2,37,0,1,1,0,1
1978,45,21,131,2,5.274120297279264,3,33,1,1,1,0,1
1979,39,13,181,3,4.489362362101824,2,358,0,0,0,1,1
1980,45,33,147,4,3.4645181670452576,3,302,0,1,1,0,1
1981,48,31,140,1,4.938904271406337,3,63,0,1,0,0,1
1982,45,3,180,2,4.9866785271874985,3,245,0,1,0,0,1
1983,47,42,125,2,4.879269232949898,3,6,0,1,1,0,1
1984,43,13,156,4,5.375347902077825,2,72,0,1,1,1,1
1985,57,11,164,4,5.110944590873788,3,283,1,1,0,0,1
1986,49,4,175,3,5.319669787279235,3,70,0,1,0,0,1
1987,37,25,133,3,8.27514284310477,3,39,1,1,1,1,1
1988,35,28,166,4,3.4132393072274105,2,162,1,1,1,0,1
1989,53,36,146,1,3.266583093324872,3,247,1,1,1,0,1
1990,64,11,140,2,5.499350079452141,2,28,0,1,1,0,1
1991,44,12,116,3,5.027959896967055,3,433,1,1,1,0,1
1992,41,13,179,3,4.31489484485509,2,21,0,1,1,0,1
1993,46,21,161,2,6.918786790968369,2,111,0,1,1,0,1
1994,40,23,149,3,3.156571759800642,1,299,0,1,1,0,1
1995,49,17,135,2,4.171110608856745,2,21,0,1,0,1,1
1996,42,40,148,3,4.913830538010048,2,139,0,1,0,0,1
1997,58,10,189,1,5.217488789600259,3,235,0,1,0,1,1
1998,51,19,186,1,3.104894846189352,2,162,0,1,1,0,1
1999,41,17,132,3,7.291601859818768,2,259,0,1,1,1,1
2000,63,11,135,3,4.014167540399537,2,93,0,1,1,1,1
2001,33,42,175,3,6.968178678403447,3,355,1,0,0,0,1
2002,49,20,178,4,3.935100458042809,2,84,0,1,1,0,1
2003,59,5,142,2,5.710566874963758,3,117,0,1,1,1,1
2004,44,3,150,1,6.068691282249539,3,72,0,1,0,1,1
2005,56,15,129,1,6.228249960631982,2,167,0,1,1,1,1
2006,53,12,136,2,4.971148279160648,3,92,0,1,0,1,1
2007,65,22,125,3,4.763306647641851,3,43,0,1,1,1,1
2008,43,31,198,2,5.256727113859823,2,105,0,1,0,0,1
2009,41,23,183,4,5.791800064304299,2,299,1,1,0,0,1
2010,45,22,181,3,4.102862014802081,3,171,0,1,0,0,1
2011,48,22,126,3,5.369288894770822,2,3,0,1,0,0,1
2012,63,26,148,3,1.7676203116946554,2,351,0,1,1,1,1
2013,51,34,125,2,3.6897408088097405,3,307,0,1,0,0,1
2014,32,12,165,4,3.0992125071861754,2,203,0,1,1,0,1
2015,53,19,168,2,5.192132812834285,2,164,0,1,1,0,1
2016,43,23,136,2,4.220668887955677,2,258,0,1,1,1,1
2017,42,6,148,2,3.910252792579854,2,38,0,1,0,0,1
2018,32,18,136,1,5.078877478332712,2,114,1,1,1,0,1
2019,49,24,176,4,2.9827422958053402,3,202,0,1,0,0,1
2020,38,9,142,3,5.3563217248688115,3,286,0,1,1,0,1
2021,50,21,125,4,2.8087767005504665,2,344,0,1,1,0,1
2022,49,29,156,2,4.98514501513735,2,252,0,1,0,0,1
2023,51,18,156,3,3.2932149404861932,2,376,1,1,1,0,1
2024,56,9,190,3,3.9437044648985875,3,96,0,1,0,0,1
2025,61,18,136,2,3.6324301681084465,3,23,0,1,0,0,1
2026,39,1,148,3,6.365702110132558,2,73,0,1,1,0,1
2027,49,31,199,2,5.72808773967441,2,14,0,1,1,0,1
2028,48,20,144,2,4.53941430646986,2,134,0,1,0,1,1
2029,34,1,161,2,4.796090702907338,3,126,0,1,0,0,1
2030,56,15,164,3,4.767471524941179,3,128,0,1,1,1,1
2031,31,20,163,1,4.947064721165278,2,70,1,1,0,1,1
2032,52,22,182,3,3.5179241296401536,3,71,0,1,1,0,1
2033,39,30,160,3,4.339358171526086,3,70,0,1,1,1,1
2034,33,32,191,2,4.634753381195871,2,12,0,1,1,0,1
2035,32,5,152,1,3.148064404229547,2,350,0,1,0,1,1
2036,35,30,169,3,4.1005677970652785,2,158,0,1,0,0,1
2037,49,18,137,2,5.843871775285457,2,132,1,1,1,0,1
2038,44,1,131,3,5.605220920209396,3,358,0,1,1,0,1
2039,50,0,193,1,8.18000232866094,2,49,1,1,0,0,1
2040,37,23,172,3,3.7204774118927357,3,150,0,1,1,1,1
2041,43,27,169,3,2.90249494613021,2,289,0,1,1,1,1
2042,38,20,160,3,6.383585339335353,2,9,1,1,0,0,1
2043,52,11,181,3,4.972268491195389,3,181,0,1,1,0,1
2044,42,24,184,2,5.056664083816908,3,89,0,1,0,1,1
2045,37,16,144,2,3.9355733939697286,3,167,0,1,0,0,1
2046,54,36,123,1,3.0507847722449357,3,229,0,1,1,0,1
2047,48,18,176,2,5.331488362985037,3,274,0,1,1,0,1
2048,42,22,145,1,3.892675403235288,3,122,1,1,1,1,1
2049,36,32,145,1,3.17169155148963,3,68,0,1,1,1,1
2050,57,9,174,3,5.269787260058601,3,155,0,1,0,0,1
2051,59,34,161,3,0.3102239219702021,3,450,0,1,1,1,1
2052,33,11,181,4,4.644682592841354,3,185,0,1,1,1,1
2053,40,16,160,3,3.4248678691245726,2,212,0,1,1,0,1
2054,39,23,170,2,5.197767790909134,3,220,0,1,1,0,1
2055,56,32,147,3,5.005114398151883,3,125,0,1,1,0,1
2056,42,11,138,1,3.034583791784051,2,336,1,1,0,0,1
2057,42,36,138,2,4.646597546330845,3,115,0,1,1,0,1
2058,29,19,158,3,4.2179514871465935,2,146,0,1,0,0,1
2059,35,38,142,2,6.428076486850053,3,74,0,1,0,0,1
2060,63,29,125,2,4.763770361230251,2,209,0,1,0,1,1
2061,47,22,182,1,3.9856670413784085,2,156,0,1,1,1,1
2062,61,23,162,3,4.1814708212389355,2,80,1,1,1,0,1
2063,36,19,181,3,3.4462655372702744,2,55,0,1,0,0,1
2064,54,9,152,2,4.871821349713396,2,75,1,1,1,1,1
2065,46,11,161,2,6.216317295098307,2,197,0,1,1,0,1
2066,37,4,147,3,5.682364524596673,2,236,0,1,0,1,1
2067,48,18,134,4,4.871791304298717,2,60,0,1,1,0,1
2068,30,22,138,2,3.7013364886244933,2,92,0,1,0,0,1
2069,47,28,123,2,5.43105966044179,3,52,0,1,1,1,1
2070,48,22,166,3,4.277144047137131,2,145,0,1,1,1,1
2071,49,3,136,3,3.3501808174080296,2,312,0,1,0,0,1
2072,51,28,162,2,4.732446355849996,3,37,0,1,1,0,1
2073,54,21,154,3,4.839249134148483,3,441,0,1,1,0,1
2074,59,21,129,3,4.571813300097917,2,153,0,1,1,0,1
2075,42,6,196,3,7.141243309958368,3,55,0,1,1,0,1
2076,34,40,150,3,8.107530918603828,3,210,0,1,1,0,1
2077,60,14,176,3,4.770866243301482,2,7,1,1,1,0,1
2078,57,27,130,2,5.338218255611374,3,219,0,1,0,1,1
2079,29,2,188,2,5.094054045290642,2,154,0,1,0,0,1
2080,48,35,147,3,7.09229548982138,2,22,0,1,1,0,1
2081,29,32,144,2,3.159027794054797,3,108,0,1,1,0,1
2082,31,2,154,1,3.4750612085603927,2,1,0,1,1,0,1
2083,35,42,178,4,3.9476219458257606,2,232,0,1,0,1,1
2084,48,19,125,3,3.6521307047942777,1,388,1,1,1,1,1
2085,43,8,150,1,5.379408941967486,2,265,0,1,0,1,1
2086,65,17,145,2,4.322703915078715,2,246,0,1,1,0,1
2087,48,22,160,2,3.8277357831023076,2,172,0,1,1,0,1
2088,52,27,170,3,6.2818161732074085,2,7,0,1,1,0,1
2089,32,37,172,3,4.820008263187981,2,255,0,1,0,1,1
2090,35,7,148,3,3.8530856588887734,3,90,0,1,1,0,1
2091,42,24,179,3,5.121176641387777,3,93,0,1,1,0,1
2092,40,8,179,2,3.4349494075999183,3,2,0,1,1,0,1
2093,36,42,165,4,7.4255242771100916,3,25,0,1,1,0,1
2094,53,28,124,1,5.422490301860357,2,11,0,1,0,1,1
2095,32,27,157,3,6.409752641450971,2,68,0,1,0,1,1
2096,47,19,173,3,4.648512468148897,2,191,1,1,0,0,1
2097,38,28,167,3,4.518859252963095,2,427,1,0,1,0,1
2098,44,36,158,3,3.9891611760076056,2,69,0,1,0,1,1
2099,59,35,128,4,3.1964782298450616,3,55,0,1,1,0,1
2100,56,39,130,4,6.340567605964315,2,76,0,1,1,0,1
2101,54,12,144,1,3.08831694559936,3,37,0,1,1,1,1
2102,32,19,151,1,3.2251907239598836,3,241,0,1,0,0,1
2103,30,4,183,2,3.7163818894385376,3,204,1,1,0,0,1
2104,51,16,203,2,5.390600721577643,3,73,0,1,0,1,1
2105,53,22,176,4,6.800508600493774,2,332,0,0,0,0,1
2106,55,18,190,3,4.571757994024935,2,17,0,1,1,0,1
2107,58,9,206,2,4.730484716722424,2,54,0,1,0,0,1
2108,40,38,134,3,4.188833262751074,3,84,1,1,1,0,1
2109,48,21,201,2,8.019231958503376,3,49,0,1,0,0,1
2110,50,38,133,2,3.188753190825394,2,300,0,1,1,1,1
2111,45,20,200,2,5.8594624533272555,3,25,0,1,1,0,1
2112,52,35,158,4,7.291654720991786,2,202,0,1,1,0,1
2113,35,25,142,2,5.700385525888178,3,216,0,1,1,1,1
2114,43,13,133,3,5.323026349715169,2,542,0,0,1,0,1
2115,60,31,168,3,4.15244672775053,2,183,0,1,0,0,1
2116,67,15,114,4,7.430640811018634,3,302,0,1,1,0,1
2117,48,10,166,2,3.78357532562329,2,114,0,1,0,1,1
2118,64,26,130,2,4.53734215391012,3,196,0,1,0,0,1
2119,51,21,147,3,5.633308209394535,2,390,0,1,1,0,1
2120,52,15,144,3,5.742979405798413,3,159,0,1,1,0,1
2121,48,23,178,3,5.1296930414448125,2,364,0,1,1,0,1
2122,44,5,171,3,4.422731943580302,3,82,0,1,0,1,1
2123,53,7,159,4,3.6365261425662787,3,275,0,1,0,1,1
2124,38,12,126,1,6.261546109700262,2,215,0,1,0,1,1
